Date,Franklin India Corporate Debt Fund - Direct - GROWTH,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,Sundaram Corporate Bond Fund Direct Plan - Growth,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,Invesco India Corporate Bond Fund - Direct Plan - Growth,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,HDFC Corporate Bond Fund - Growth Option - Direct Plan,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,Kotak Corporate Bond Fund- Direct Plan- Growth Option,BANDHAN Corporate Bond Fund - Direct Growth,PGIM India Corporate Bond Fund - Direct Plan - Growth,Axis Corporate Bond Fund - Direct Plan Growth,Union Corporate Bond Fund - Direct Plan - Growth Option,UTI Corporate Bond Fund - Direct Plan - Growth Option,DSP Corporate Bond Fund - Direct - Growth,SBI Corporate Bond Fund - Direct Plan - Growth,Mirae Asset Corporate Bond Fund Direct Growth Plan,Tata Corporate Bond Fund-Direct Plan-Growth,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,HSBC Corporate Bond Fund - Direct Growth,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH
2016-12-01,57.5069,34.0142,23.2951,61.8067,2031.521,16.8917,18.0055,13.288,2132.9664,11.1174,26.9212,,,,,,,,,,
2016-12-02,57.5103,34.0145,23.2666,61.7824,2026.0058,16.8881,18.0009,13.2839,2133.1834,11.1147,26.9107,,,,,,,,,,
2016-12-05,57.5524,34.0333,23.2867,61.8415,2027.4501,16.8995,18.0125,13.2953,2134.3671,11.122,26.9282,,,,,,,,,,
2016-12-06,57.562,34.0401,23.2975,61.8614,2027.4325,16.9016,18.0146,13.2943,2134.7956,11.1238,26.9303,,,,,,,,,,
2016-12-07,57.3138,33.944,23.066,61.5226,1995.4441,16.8067,17.9058,13.2176,2129.2708,11.051,26.7652,,,,,,,,,,
2016-12-08,57.2445,33.9236,23.0227,61.473,1991.3349,16.7901,17.8684,13.1931,2127.5771,11.0111,26.7131,,,,,,,,,,
2016-12-09,57.2778,33.9414,23.0144,61.491,1985.9876,16.8019,17.8865,13.1988,2128.9954,11.0278,26.7239,,,,,,,,,,
2016-12-13,57.3265,33.9652,23.0317,61.5389,1987.5676,16.8116,17.8968,13.2077,2130.3947,11.0333,26.7345,,,,,,,,,,
2016-12-14,57.3549,33.9826,23.0512,61.578,1985.074,16.8211,17.9026,13.2141,2129.1839,11.0421,26.7556,,,,,,,,,,
2016-12-15,57.3204,33.973,22.9919,61.4753,1967.5124,16.7978,17.8806,13.1916,2128.5912,11.0257,26.7162,,,,,,,,,,
2016-12-16,57.2925,33.964,22.9776,61.4618,1968.7665,16.7923,17.8692,13.1862,2127.5144,11.0149,26.7033,,,,,,,,,,
2016-12-19,57.3329,33.983,22.9876,61.4819,1969.5695,16.7986,17.8773,13.1943,2128.6183,11.0192,26.7189,,,,,,,,,,
2016-12-20,57.3431,33.9901,23.0016,61.5086,1971.4579,16.8041,17.882,13.1981,2129.2154,11.0216,26.7262,,,,,,,,,,
2016-12-21,57.3624,33.9929,23.0037,61.5088,1972.6771,16.8012,17.8812,13.2007,2129.6065,11.0253,26.7345,,,,,,,,,,
2016-12-22,57.3797,33.9939,22.9803,61.4804,1967.8186,16.7936,17.8781,13.1961,2129.628,11.0216,26.7254,,,,,,,,,,
2016-12-23,57.381,33.9932,22.9713,61.4676,1964.1759,16.7893,17.8729,13.1906,2129.4436,11.0167,26.7168,,,,,,,,,,
2016-12-26,57.388,33.999,22.9517,61.4382,1960.3014,16.7824,17.8642,13.1854,2129.5394,11.0112,26.7095,,,,,,,,,,
2016-12-27,57.3679,33.9904,22.911,61.3959,1958.6058,16.7675,17.8451,13.1716,2128.8093,11.0026,26.6864,,,,,,,,,,
2016-12-28,57.3621,33.9898,22.9164,61.4041,1959.1001,16.773,17.8423,13.1733,2128.5872,10.9987,26.684,,,,,,,,,,
2016-12-29,57.4157,34.0091,22.9823,61.4915,1967.9815,16.7966,17.8677,13.1948,2130.1132,11.0178,26.7195,,,,,,,,,,
2016-12-30,57.5196,34.0341,23.022,61.555,1970.4493,16.8131,17.8905,13.2094,2132.1306,11.034,26.7567,,,,,,,,,,
2017-01-02,57.6595,34.0948,23.1311,61.7426,1989.2352,16.8647,17.9509,13.255,2136.0994,11.0691,26.8372,,,,,,,,,,
2017-01-03,57.6909,34.1119,23.1619,61.7667,1984.4578,16.8767,17.9724,13.2649,2137.4825,11.0816,26.8699,,,,,,,,,,
2017-01-04,57.7471,34.1352,23.1789,61.8427,1992.8602,16.8926,17.9933,13.2761,2140.2358,11.0963,26.9011,,,,,,,,,,
2017-01-05,57.7744,34.1497,23.1989,61.8487,1991.5242,16.8979,18.0014,13.2819,2140.2855,11.1029,26.9092,,,,,,,,,,
2017-01-06,57.7996,34.166,23.1912,61.8637,1990.0998,16.9051,18.0116,13.2878,2141.3825,11.1088,26.9197,,,,,,,,,,
2017-01-09,57.8668,34.1928,23.1978,61.9088,1990.0197,16.9182,18.0285,13.295,2143.0624,11.1223,26.9315,,,,,,,,,,
2017-01-10,57.8936,34.2074,23.2007,61.9361,1990.4903,16.9256,18.0413,13.2994,2144.1141,11.1328,26.9432,,,,,,,,,,
2017-01-11,57.9151,34.2162,23.2028,61.9562,1991.1859,16.9239,18.0514,13.3069,2144.9995,11.1405,26.9553,,,,,,,,,,
2017-01-12,57.958,34.2326,23.2251,62.0029,1994.9712,16.9354,18.0666,13.3151,2146.1766,11.1508,26.9743,,,,,,,,,,
2017-01-13,57.9679,34.239,23.2266,61.9901,1991.5633,16.9344,18.0675,13.3138,2146.7157,11.1519,26.9766,,,,,,,,,,
2017-01-16,58.0145,34.2519,23.2268,62.0085,1989.8914,16.9404,18.0702,13.3189,2147.3585,11.1523,26.9788,,,,,,,,,,
2017-01-17,58.0334,34.26,23.2412,62.0283,1992.077,16.9421,18.0745,13.3202,2147.8645,11.1562,26.9889,,,,,,,,,,
2017-01-18,58.0475,34.2696,23.245,62.0309,1989.0552,16.9455,18.0781,13.324,2148.2416,11.1577,26.9907,,,,,,,,,,
2017-01-19,58.0546,34.2737,23.2234,62.0247,1985.9853,16.9468,18.0784,13.3204,2148.4058,11.1543,26.9838,,,,,,,,,,
2017-01-20,58.0693,34.2798,23.2342,62.0407,1987.3132,16.9516,18.0812,13.3231,2148.7122,11.1549,26.9881,,,,,,,,,,
2017-01-23,58.1066,34.2975,23.25,62.0681,1989.5472,16.9605,18.0909,13.3299,2149.1527,11.1577,26.9994,,,,,,,,,,
2017-01-24,58.1155,34.3007,23.2549,62.0805,1992.0119,16.9616,18.089,13.33,2149.4889,11.1575,27.0027,,,,,,,,,,
2017-01-25,58.1343,34.3048,23.2575,62.0983,1994.1747,16.968,18.0934,13.332,2149.7491,11.159,27.0078,,,,,,,,,,
2017-01-27,58.161,34.3186,23.2676,62.1266,1996.942,16.9733,18.0949,13.337,2151.1456,11.1626,27.0147,,,,,,,,,,
2017-01-30,58.2215,34.339,23.2803,62.156,1996.1621,16.9817,18.1053,13.3469,2152.3366,11.1696,27.0308,,,,,,,,,,
2017-01-31,58.2419,34.3464,23.2801,62.1702,1996.3935,16.9855,18.1095,13.3504,2152.781,11.1724,27.0359,,,,,,,,,,
2017-02-01,58.2674,34.3581,23.278,62.1859,1997.4275,16.989,18.1149,13.3526,2153.558,11.175,27.0402,,,,,,,,,,
2017-02-02,58.2928,34.3684,23.2914,62.2208,2000.1583,16.996,18.1277,13.3602,2154.908,11.1825,27.0563,,,,,,,,,,
2017-02-03,58.3138,34.3819,23.303,62.2367,1999.4112,17.0032,18.1347,13.3625,2155.1417,11.1875,27.0672,,,,,,,,,,
2017-02-06,58.349,34.4076,23.3144,62.274,1999.2075,17.0157,18.1494,13.3722,2156.6849,11.1965,27.0862,,,,,,,,,,
2017-02-07,58.3734,34.4156,23.3238,62.2882,1997.5148,17.0213,18.1559,13.3779,2157.1067,11.2025,27.0975,,,,,,,,,,
2017-02-08,58.1122,34.3081,23.0898,61.9199,1957.0347,16.9395,18.0309,13.2887,2150.5692,11.1311,26.9206,,,,,,,,,,
2017-02-09,58.0671,34.3007,23.0156,61.8429,1947.5862,16.928,17.9989,13.2664,2149.4852,11.1109,26.8799,,,,,,,,,,
2017-02-10,58.1551,34.3396,23.0625,61.9369,1951.4652,16.9471,18.0416,13.2918,2152.6135,11.1384,26.9299,,,,,,,,,,
2017-02-13,58.226,34.3716,23.0752,61.9866,1951.2377,16.9599,18.0601,13.3046,2154.5653,11.1499,26.9561,,,,,,,,,,
2017-02-14,58.2409,34.3794,23.0878,61.9847,1947.8649,16.9586,18.0606,13.3021,2154.9548,11.1474,26.9548,,,,,,,,,,
2017-02-15,58.2669,34.3975,23.1069,62.0174,1948.4244,16.9675,18.0742,13.3074,2156.2243,11.1544,26.9733,,,,,,,,,,
2017-02-16,58.2802,34.4056,23.1069,62.0322,1947.9662,16.9694,18.0738,13.3074,2156.6753,11.1554,26.9749,,,,,,,,,,
2017-02-17,58.2942,34.4109,23.0834,62.0319,1947.0305,16.967,18.0678,13.306,2157.0985,11.1523,26.9686,,,,,,,,,,
2017-02-20,58.3363,34.4338,23.0815,62.054,1945.9824,16.9695,18.0739,13.3094,2158.5441,11.1571,26.9762,,,,,,,,,,
2017-02-22,58.3237,34.4345,23.0615,62.0197,1945.702,16.9655,18.0587,13.3032,2158.608,11.1458,26.9491,,,,,,,,,,
2017-02-23,58.3349,34.4497,23.0545,62.0497,1944.8177,16.972,18.067,13.3003,2159.2807,11.1438,26.9557,,,,,,,,,,
2017-02-27,58.3999,34.4767,23.0661,62.103,1946.3608,16.9811,18.0776,13.3143,2161.2748,11.1535,26.9737,,,,,,,,,,
2017-02-28,58.4294,34.4843,23.0728,62.1257,1946.7075,16.9845,18.0823,13.319,2161.8298,11.1557,26.9781,,,,,,,,,,
2017-03-01,58.4234,34.4848,23.0402,62.0925,1944.506,16.9801,18.0683,13.3094,2161.8393,11.1509,26.9655,,,,,,,,,,
2017-03-02,58.4292,34.4853,22.9961,62.0903,1946.0251,16.9789,18.061,13.3076,2161.8436,11.1464,26.9541,,,,,,,,,,
2017-03-03,58.4622,34.5009,23.0164,62.1207,1948.8428,16.9865,18.0714,13.3142,2163.4746,11.1561,26.9741,,,,,,,,,,
2017-03-06,58.4519,34.5097,23.0003,62.1065,1946.4541,16.9863,18.0637,13.3068,2163.8626,11.1458,26.9596,,,,,,,,,,
2017-03-07,58.4293,34.5024,22.97,62.0862,1946.1888,16.9786,18.0529,13.3006,2163.1531,11.1377,26.9395,,,,,,,,,,
2017-03-08,58.4216,34.4962,22.9431,62.0676,1945.4974,16.975,18.0418,13.295,2162.4736,11.1296,26.9249,,,,,,,,,,
2017-03-09,58.3943,34.4756,22.9416,62.0353,1944.111,16.9667,18.0282,13.2919,2161.1966,11.1196,26.9071,,,,,,,,,,
2017-03-10,58.36,34.4635,22.9149,61.9891,1940.8404,16.9576,18.0131,13.2824,2160.392,11.1071,26.8809,,,,,,,,,,
2017-03-14,58.414,34.4894,22.9321,62.0249,1941.6722,16.9647,18.0259,13.2911,2162.1768,11.1168,26.8965,,,,,,,,,,
2017-03-15,58.4615,34.5097,22.9734,62.1016,1946.8924,16.9813,18.0451,13.3086,2163.3017,11.1336,26.9316,,,,,,,,,,
2017-03-16,58.5014,34.5248,23.0616,62.1427,1949.6629,16.9928,18.0625,13.321,2164.4665,11.1425,26.9591,,,,,,,,,,
2017-03-17,58.505,34.527,23.0408,62.1409,1947.7574,16.9919,18.0589,13.3196,2164.5139,11.1367,26.9546,,,,,,,,,,
2017-03-20,58.523,34.537,23.0519,62.1586,1947.648,17.0023,18.0631,13.3247,2165.1442,11.1396,26.9598,,,,,,,,,,
2017-03-21,58.546,34.54,23.0774,62.1823,1950.5462,17.0064,18.0697,13.3312,2165.2974,11.1457,26.9701,,,,,,,,,,
2017-03-22,58.6143,34.5721,23.1366,62.3026,1956.356,17.0372,18.1064,13.3547,2167.1535,11.1697,27.005,,,,,,,,,,
2017-03-23,58.6427,34.586,23.1731,62.3385,1957.2849,17.0449,18.1106,13.3607,2167.8679,11.1754,27.018,,,,,,,,,,
2017-03-24,58.6624,34.6011,23.1765,62.3635,1959.1516,17.0551,18.121,13.366,2168.7174,11.1804,27.0253,,,,,,,,,,
2017-03-27,58.7151,34.6279,23.2287,62.4431,1969.3221,17.0831,18.1454,13.385,2170.1619,11.1914,27.058,,,,,,,,,,
2017-03-29,58.7301,34.6373,23.2531,62.4576,1970.3964,17.0889,18.1529,13.3881,2170.8169,11.1978,27.0749,,,,,,,,,,
2017-03-30,58.7682,34.6591,23.2926,62.5081,1975.4389,17.1054,18.1701,13.3986,2172.1846,11.2083,27.1048,,,,,,,,,,
2017-03-31,58.8091,34.6897,23.3038,62.5432,1977.4881,17.1124,18.1775,13.4058,2173.1779,11.2159,27.1245,,,,,,,,,,
2017-04-03,58.8818,34.7292,23.3169,62.6141,1979.3046,17.1302,18.1995,13.416,2175.3724,11.2283,27.1508,,,,,,,,,,
2017-04-05,58.9057,34.736,23.3155,62.6263,1978.4693,17.1361,18.2031,13.4163,2175.9495,11.228,27.147,,,,,,,,,,
2017-04-06,58.8328,34.7098,23.2624,62.5272,1968.1108,17.1074,18.1739,13.3933,2174.8932,11.2127,27.1084,,,,,,,,,,
2017-04-07,58.8146,34.7018,23.2354,62.5069,1963.7882,17.0973,18.1626,13.3892,2174.6754,11.2036,27.0843,,,,,,,,,,
2017-04-10,58.8718,34.7296,23.2593,62.5534,1963.0384,17.1048,18.1734,13.3955,2176.4382,11.2119,27.1091,,,,,,,,,,
2017-04-11,58.9161,34.7498,23.2807,62.6088,1967.7883,17.1216,18.1942,13.4122,2177.2175,11.2231,27.1375,,,,,,,,,,
2017-04-12,58.9649,34.7669,23.3218,62.659,1971.3555,17.1342,18.2084,13.4223,2178.0392,11.2319,27.1608,,,,,,,,,,
2017-04-13,59.0114,34.7891,23.3456,62.7135,1970.5008,17.1469,18.2306,13.435,2179.1034,11.2441,27.1893,,,,,,,,,,
2017-04-17,59.0555,34.8157,23.3636,62.7458,1970.1962,17.1564,18.2371,13.4382,2180.5672,11.2516,27.2002,,,,,,,,,,
2017-04-18,59.0672,34.8175,23.3518,62.7528,1970.023,17.1593,18.2412,13.4417,2180.8292,11.2501,27.1998,,,,,,,,,,
2017-04-19,59.1026,34.8294,23.3672,62.7882,1974.7191,17.1688,18.2529,13.4506,2181.5009,11.2574,27.2165,,,,,,,,,,
2017-04-20,59.1323,34.8442,23.3934,62.8117,1973.919,17.1757,18.2634,13.4545,2182.2128,11.2648,27.2284,,,,,,,,,,
2017-04-21,59.0935,34.8352,23.3434,62.771,1967.3338,17.1644,18.2474,13.4434,2181.9471,11.2531,27.2021,,,,,,,,,,
2017-04-24,59.1365,34.853,23.3543,62.7993,1967.1999,17.1728,18.2563,13.4489,2183.0627,11.2603,27.2165,,,,,,,,,,
2017-04-25,59.1642,34.8608,23.3749,62.8143,1969.0505,17.1781,18.2592,13.4552,2183.716,11.263,27.2248,,,,,,,,,,
2017-04-26,59.1304,34.8479,23.3503,62.7773,1967.1116,17.1669,18.2451,13.4462,2183.4815,11.2529,27.2034,,,,,,,,,,
2017-04-27,59.1543,34.8523,23.3495,62.789,1966.9441,17.1678,18.2487,13.4498,2184.0747,11.2546,27.2069,,,,,,,,,,
2017-04-28,59.1818,34.8579,23.3462,62.7961,1966.5319,17.1711,18.2522,13.4509,2184.567,11.2564,27.2134,,,,,,,,,,
2017-05-02,59.23,34.883,23.3468,62.8283,1966.1951,17.178,18.2583,13.4548,2186.1158,11.2589,27.2204,,,,,,,,,,
2017-05-03,59.242,34.8897,23.3496,62.8419,1966.0975,17.1808,18.2602,13.4584,2186.5769,11.2611,27.2246,,,,,,,,,,
2017-05-04,59.2532,34.8934,23.36,62.8447,1966.1868,17.1826,18.263,13.4597,2186.8045,11.2616,27.2276,,,,,,,,,,
2017-05-05,59.2747,34.901,23.3717,62.8693,1966.7667,17.1885,18.2717,13.4679,2187.1256,11.2682,27.2392,,,,,,,,,,
2017-05-08,59.3014,34.9188,23.3898,62.9061,1968.0131,17.1988,18.2803,13.4768,2188.096,11.2733,27.2531,,,,,,,,,,
2017-05-09,59.3216,34.9264,23.385,62.9167,1968.2183,17.2029,18.2872,13.4815,2188.5007,11.2761,27.2595,,,,,,,,,,
2017-05-11,59.3502,34.9393,23.3981,62.9412,1968.6356,17.209,18.2924,13.4844,2189.3386,11.2801,27.2681,,,,,,,,,,
2017-05-12,59.3741,34.9462,23.4033,62.9638,1971.4394,17.2152,18.2986,13.4927,2189.4775,11.2836,27.2742,,,,,,,,,,
2017-05-15,59.5018,34.983,23.469,63.0674,1979.2515,17.2428,18.3311,13.5178,2191.4385,11.3041,27.3212,,,,,,,,,,
2017-05-16,59.5063,34.9909,23.4781,63.0642,1978.7346,17.2433,18.3298,13.5141,2191.7605,11.3046,27.3219,,,,,,,,,,
2017-05-17,59.5247,34.9956,23.4775,63.0734,1979.0731,17.2467,18.3331,13.5142,2192.1244,11.306,27.3257,,,,,,,,,,
2017-05-18,59.5459,35.001,23.4833,63.083,1979.2776,17.25,18.3356,13.5168,2192.9858,11.3086,27.3289,,,,,,,,,,
2017-05-19,59.5536,35.0029,23.4878,63.0906,1979.5903,17.2509,18.3372,13.5188,2193.0175,11.3097,27.3317,,,,,,,,,,
2017-05-22,59.592,35.0294,23.4976,63.1461,1983.6549,17.265,18.3499,13.5324,2194.4164,11.3172,27.3495,,,,,,,,,,
2017-05-23,59.6181,35.0389,23.5159,63.1689,1984.0963,17.2712,18.3572,13.5371,2195.2671,11.3222,27.3612,,,,,,,,,,
2017-05-24,59.6342,35.0489,23.5254,63.186,1985.0244,17.2751,18.3617,13.5393,2195.6363,11.3246,27.3685,,,,,,,,,,
2017-05-25,59.6683,35.0636,23.5433,63.2283,1987.0421,17.2875,18.3751,13.5508,2196.8988,11.3329,27.3858,,,,,,,,,,
2017-05-26,59.6924,35.0755,23.5753,63.2626,1989.0658,17.2961,18.3857,13.5589,2197.9689,11.3391,27.4032,,,,,,,,,,
2017-05-29,59.7129,35.0907,23.5789,63.2807,1988.3018,17.3006,18.3881,13.5625,2198.7113,11.3414,27.4076,,,,,,,,,,
2017-05-30,59.7218,35.0978,23.5883,63.2974,1988.0596,17.3051,18.3926,13.5653,2199.316,11.3426,27.4101,,,,,,,,,,
2017-05-31,59.7264,35.105,23.6362,63.3262,1989.3898,17.3123,18.4017,13.5701,2199.6664,11.3474,27.4194,,,,,,,,,,
2017-06-01,59.7859,35.1187,23.6657,63.3833,1997.2104,17.3271,18.4189,13.5848,2200.6477,11.3546,27.4375,,,,,,,,,,
2017-06-02,59.8039,35.1318,23.6717,63.4026,1997.372,17.3325,18.4265,13.5892,2201.8793,11.3601,27.4499,,,,,,,,,,
2017-06-05,59.8403,35.1528,23.6829,63.434,1998.5412,17.3411,18.4362,13.5955,2203.1821,11.3655,27.462,,,,,,,,,,
2017-06-06,59.8705,35.1601,23.691,63.4528,2000.7592,17.346,18.4435,13.6001,2203.7315,11.3675,27.4673,,,,,,,,,,
2017-06-07,59.9633,35.1855,23.7466,63.5755,2014.6829,17.3746,18.4788,13.6261,2205.4141,11.3833,27.503,,,,,,,,,,
2017-06-08,60.0893,35.2172,23.8403,63.68,2027.7479,17.4034,18.5206,13.6557,2208.8768,11.4091,27.5723,,,,,,,,,,
2017-06-09,60.1427,35.2306,23.8578,63.7167,2031.3751,17.4145,18.5334,13.6649,2210.0762,11.4189,27.5941,,,,,,,,,,
2017-06-12,60.1755,35.2524,23.8708,63.7493,2031.6786,17.4239,18.5447,13.6717,2211.1116,11.4256,27.6063,,,,,,,,,,
2017-06-13,60.1921,35.2631,23.8883,63.7864,2034.8283,17.438,18.5607,13.6828,2211.8271,11.4321,27.6222,,,,,,,,,,
2017-06-14,60.1944,35.2676,23.8909,63.791,2036.2398,17.4386,18.5594,13.6822,2211.6987,11.4317,27.6171,,,,,,,,,,
2017-06-15,60.2231,35.281,23.9063,63.8084,2034.9664,17.4447,18.565,13.6867,2212.5706,11.4367,27.6304,,,,,,,,,,
2017-06-16,60.2163,35.2837,23.8949,63.8028,2035.2073,17.4439,18.5616,13.6842,2212.0087,11.4343,27.622,,,,,,,,,,
2017-06-19,60.2578,35.3053,23.9091,63.8416,2038.6587,17.4541,18.5733,13.693,2213.366,11.441,27.6377,,,,,,,,,,
2017-06-20,60.272,35.3125,23.9136,63.8573,2040.1235,17.4575,18.5782,13.6967,2213.5711,11.442,27.6384,,,,,,,,,,
2017-06-21,60.3013,35.3215,23.936,63.8766,2041.709,17.4644,18.5831,13.7026,2214.4427,11.4452,27.6498,,,,,,,,,,
2017-06-22,60.3101,35.3293,23.9461,63.8784,2039.9326,17.4665,18.5856,13.7014,2214.2966,11.4474,27.6518,,,,,,,,,,
2017-06-23,60.3262,35.3335,23.9446,63.8822,2039.2017,17.468,18.587,13.7022,2214.9842,11.4478,27.6525,,,,,,,,,,
2017-06-27,60.358,35.353,23.9562,63.9103,2040.196,17.4757,18.5948,13.7082,2215.5487,11.4518,27.6606,,,,,,,,,,
2017-06-28,60.3434,35.352,23.9307,63.8773,2033.9567,17.4682,18.5864,13.6996,2215.4526,11.4483,27.6509,,,,,,,,,,
2017-06-29,60.3505,35.3563,23.9265,63.8764,2034.2798,17.4689,18.587,13.7013,2215.491,11.449,27.6507,,,,,,,,,,
2017-06-30,60.358,35.3568,23.9221,63.8823,2033.2677,17.4697,18.5864,13.7011,2215.7766,11.449,27.649,,,,,,,,,,
2017-07-03,60.3842,35.3638,23.8608,63.8362,2026.1408,17.459,18.5748,13.6895,2214.9061,11.4424,27.6282,,,,,,,,,,
2017-07-04,60.4285,35.3753,23.912,63.8654,2025.9392,17.4672,18.5873,13.6983,2216.189,11.4522,27.6506,,,,,,,,,,
2017-07-05,60.4675,35.391,23.9419,63.9049,2027.7373,17.4772,18.6047,13.7087,2218.2605,11.4627,27.6804,,,,,,,,,,
2017-07-06,60.4895,35.4068,23.9645,63.9375,2030.981,17.4862,18.6153,13.7179,2219.4003,11.4696,27.6968,,,,,,,,,,
2017-07-07,60.5126,35.4176,23.9642,63.9626,2033.1768,17.4924,18.6216,13.7227,2219.6811,11.474,27.7008,,,,,,,,,,
2017-07-10,60.5889,35.4612,23.9984,64.0662,2041.2087,17.5133,18.6453,13.7403,2222.4671,11.4878,27.7345,,,,,,,,,,
2017-07-11,60.6095,35.4753,24.0073,64.0878,2039.3308,17.5213,18.6542,13.7443,2223.2554,11.494,27.7466,,,,,,,,,,
2017-07-12,60.6258,35.4854,24.0169,64.1142,2040.6523,17.5283,18.6636,13.7509,2223.8751,11.5001,27.7593,,,,,,,,,,
2017-07-13,60.6553,35.4998,24.0271,64.1418,2043.9361,17.536,18.6724,13.7574,2224.7003,11.5067,27.7735,,,,,,,,,,
2017-07-14,60.6726,35.5097,24.0306,64.1516,2042.3076,17.5409,18.6764,13.7586,2225.2661,11.5081,27.7783,,,,,,,,,,
2017-07-17,60.7293,35.539,24.0515,64.2095,2044.0454,17.5543,18.6943,13.769,2226.9969,11.52,27.803,,,,,,,,,,
2017-07-18,60.7689,35.5544,24.0905,64.246,2045.7831,17.5638,18.7057,13.7769,2228.068,11.527,27.8208,10.0245,,,,,,,,,
2017-07-19,60.8044,35.5691,24.1087,64.2811,2048.6031,17.5726,18.7155,13.785,2228.9271,11.5329,27.8387,10.0283,,,,,,,,,
2017-07-20,60.8344,35.5799,24.1205,64.3072,2049.0575,17.5804,18.723,13.7892,2229.6758,11.537,27.8475,10.0309,,,,,,,,,
2017-07-21,60.8786,35.5974,24.1443,64.3635,2055.0897,17.5939,18.741,13.8007,2231.2818,11.5471,27.8776,10.0367,,,,,,,,,
2017-07-24,60.9136,35.6174,24.1642,64.4122,2059.0936,17.6071,18.7502,13.8097,2232.2979,11.5537,27.8953,10.0423,,,,,,,,,
2017-07-25,60.9189,35.6233,24.1685,64.4125,2058.0853,17.609,18.7551,13.8106,2232.7762,11.5579,27.9003,10.0451,,,,,,,,,
2017-07-26,60.9139,35.6286,24.1647,64.4126,2056.8543,17.6089,18.7562,13.8091,2232.6145,11.5547,27.8901,10.0475,,,,,,,,,
2017-07-27,60.9393,35.6389,24.1794,64.4327,2058.4183,17.6138,18.7653,13.8147,2233.4122,11.5609,27.9076,10.05,,,,,,,,,
2017-07-28,60.9439,35.6455,24.1825,64.4345,2055.8971,17.6151,18.7701,13.8142,2233.4993,11.5626,27.9117,10.0519,,,,,,,,,
2017-07-31,60.9765,35.6637,24.1917,64.4589,2055.1356,17.6213,18.7783,13.8187,2234.5463,11.5681,27.9229,10.0579,,,,,,,,,
2017-08-01,61.0053,35.673,24.1959,64.4838,2057.5303,17.6277,18.7852,13.8254,2234.9355,11.5724,27.9329,10.0602,,,,,,,,,
2017-08-02,61.0339,35.6866,24.2066,64.5147,2057.4611,17.6372,18.7943,13.8308,2236.1031,11.5776,27.9478,10.0632,,,,,,,,,
2017-08-03,61.0926,35.7105,24.2465,64.601,2064.1569,17.6661,18.823,13.8505,2237.5226,11.5908,27.9839,10.07,,,,,,,,,
2017-08-04,61.1025,35.7166,24.2599,64.6148,2064.1823,17.6687,18.8258,13.8527,2237.8813,11.5931,27.988,10.0717,,,,,,,,,
2017-08-07,61.1419,35.7338,24.2696,64.6416,2063.439,17.6747,18.8364,13.859,2239.0332,11.6001,28.0027,10.0764,,,,,,,,,
2017-08-08,61.1599,35.7424,24.2722,64.6496,2063.3072,17.6787,18.8415,13.8635,2239.3804,11.6038,28.0086,10.0793,,,,,,,,,
2017-08-09,61.1664,35.7481,24.2804,64.6638,2063.1121,17.6811,18.8461,13.8653,2239.9785,11.6067,28.0174,10.0813,,,,,,,,,
2017-08-10,61.1601,35.7503,24.2711,64.6568,2060.7741,17.6773,18.8429,13.8621,2240.0367,11.6033,28.0092,10.0832,,,,,,,,,
2017-08-11,61.1516,35.7507,24.2555,64.6539,2059.134,17.678,18.8399,13.8617,2239.8822,11.6017,28.0009,10.084,,,,,,,,,
2017-08-14,61.1928,35.7701,24.2676,64.6858,2058.9852,17.6874,18.8498,13.8696,2241.1339,11.6102,28.0147,10.0873,,,,,,,,,
2017-08-16,61.2035,35.7821,24.2581,64.698,2057.6975,17.6897,18.8517,13.8695,2241.5103,11.6106,28.0139,10.0892,,,,,,,,,
2017-08-18,61.2442,35.7989,24.279,64.7356,2060.2556,17.699,18.8637,13.8793,2242.7614,11.6185,28.0369,10.0938,,,,,,,,,
2017-08-21,61.2812,35.8192,24.293,64.7732,2059.7424,17.7084,18.874,13.8861,2243.9917,11.625,28.0519,10.1003,,,,,,,,,
2017-08-22,61.2906,35.8254,24.3093,64.7783,2058.5078,17.7083,18.8756,13.8875,2244.3679,11.6259,28.0575,10.1039,,,,,,,,,
2017-08-23,61.2951,35.8317,24.3084,64.7909,2058.419,17.7119,18.8761,13.8871,2244.7389,11.6257,28.0582,10.1052,,,,,,,,,
2017-08-24,61.2943,35.8383,24.3199,64.8051,2058.123,17.7149,18.8803,13.8884,2245.1739,11.6277,28.0631,10.1075,,,,,,,,,
2017-08-28,61.3246,35.865,24.3368,64.8405,2057.0484,17.7263,18.8922,13.8953,2246.7019,11.6364,28.0781,10.1157,,,,,,,,,
2017-08-29,61.343,35.8734,24.3418,64.8657,2060.0385,17.7327,18.8977,13.9022,2247.1914,11.6398,28.0874,10.1187,,,,,,,,,
2017-08-30,61.3522,35.8785,24.3457,64.8728,2059.8967,17.7344,18.9001,13.9039,2247.5559,11.6425,28.0925,10.1212,,,,,,,,,
2017-08-31,61.3811,35.8917,24.3693,64.9004,2061.3024,17.7403,18.909,13.9109,2248.372,11.6485,28.1056,10.125,,,,,,,,,
